hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,0,2015,December,49,5,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,7,NULL,0,Transient,73.64,0,0,Check-Out,########
Resort Hotel,0,127,2015,December,52,24,2,5,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240,NULL,0,Transient-Party,37.29,0,1,Check-Out,31-12-2015
Resort Hotel,0,50,2015,September,36,3,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,NULL,0,Contract,79.5,0,1,Check-Out,########
Resort Hotel,0,84,2015,August,33,14,2,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,NULL,0,Transient,196,0,0,Check-Out,20-08-2015
City Hotel,1,367,2015,October,43,19,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Contract,62,0,0,Canceled,1/1/2015
Resort Hotel,0,14,2015,November,46,12,0,3,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,E,F,2,No Deposit,185,281,0,Transient-Party,58.2,1,0,Check-Out,15-11-2015
City Hotel,0,37,2015,December,51,19,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Contract,97,0,1,Check-Out,21-12-2015
City Hotel,1,44,2015,December,52,24,0,3,3,0,0,BB,PRT,Direct,Direct,0,1,0,D,D,0,No Deposit,NULL,NULL,0,Transient,115,0,2,Canceled,21-12-2015
City Hotel,1,65,2015,September,36,5,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,25-07-2015
City Hotel,1,295,2015,August,32,8,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62.8,0,0,Canceled,1/1/2015
City Hotel,1,39,2015,August,33,14,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,101.5,0,0,Canceled,6/7/2015
Resort Hotel,1,244,2015,September,36,2,2,5,2,0,0,BB,IRL,Groups,TA/TO,0,1,0,A,A,0,No Deposit,96,NULL,0,Transient-Party,8,0,0,Canceled,1/8/2015
Resort Hotel,0,43,2015,July,30,21,2,5,2,0,1,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,242,NULL,0,Transient,157.37,0,2,Check-Out,28-07-2015
Resort Hotel,1,111,2015,August,32,5,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,NULL,0,Transient,154,0,1,Canceled,15-06-2015
Resort Hotel,0,79,2015,August,33,14,4,9,3,2,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,NULL,NULL,0,Transient,241,1,0,Check-Out,27-08-2015
Resort Hotel,0,75,2015,August,32,3,1,5,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,149,NULL,0,Transient,123,0,2,Check-Out,9/8/2015
Resort Hotel,0,9,2015,July,29,17,2,2,3,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,164,0,1,Check-Out,21-07-2015
City Hotel,0,11,2015,December,49,5,2,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,104,0,0,Check-Out,########
Resort Hotel,1,274,2015,October,40,3,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,96,NULL,0,Transient,36.05,0,0,Canceled,17-06-2015
City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,170,0,0,Canceled,21-08-2015
City Hotel,1,20,2015,September,40,29,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,250,0,0,Canceled,22-09-2015
City Hotel,0,58,2015,December,53,28,1,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,109.4,0,2,Check-Out,2/1/2016
City Hotel,1,295,2015,August,32,8,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62.8,0,0,Canceled,1/1/2015
Resort Hotel,0,8,2015,August,33,13,2,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,199.29,0,2,Check-Out,20-08-2015
City Hotel,0,41,2015,August,33,12,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Check-Out,14-08-2015
Resort Hotel,1,51,2015,July,27,3,0,2,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,110.3,0,0,Canceled,9/6/2015
City Hotel,1,77,2015,November,48,25,0,3,1,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,14,NULL,0,Transient,127.5,0,0,Canceled,17-09-2015
City Hotel,0,5,2015,October,44,28,0,4,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient,70,0,0,Check-Out,########
City Hotel,1,304,2015,August,34,17,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Contract,62,0,0,Canceled,1/1/2015
City Hotel,0,1,2015,August,33,10,1,0,2,0,0,SC,USA,Online TA,Direct,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,96,0,2,Check-Out,########
Resort Hotel,1,161,2015,December,53,31,0,2,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,148.1,0,1,Canceled,23-07-2015
Resort Hotel,0,31,2015,July,31,31,0,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196,NULL,0,Transient,107,1,0,Check-Out,2/8/2015
City Hotel,0,3,2015,October,43,19,1,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,14,NULL,0,Transient,128,0,0,Check-Out,20-10-2015
City Hotel,0,0,2015,December,49,2,4,9,2,0,0,BB,BRA,Direct,Direct,0,0,0,A,A,3,No Deposit,NULL,NULL,0,Transient,89,0,0,Check-Out,15-12-2015
City Hotel,0,60,2015,October,42,12,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,3,NULL,0,Transient-Party,65,0,1,Check-Out,14-10-2015
City Hotel,0,25,2015,October,42,11,2,2,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,79,NULL,0,Transient,72.76,0,0,Check-Out,15-10-2015
Resort Hotel,0,67,2015,October,41,4,2,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,52.4,0,1,Check-Out,########
Resort Hotel,0,11,2015,November,46,8,2,0,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240,NULL,0,Transient,94,1,1,Check-Out,########
Resort Hotel,0,13,2015,December,51,13,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,8,NULL,0,Transient,49,0,0,Check-Out,20-12-2015
Resort Hotel,0,0,2015,September,36,2,0,1,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,NULL,0,Transient,161,1,0,Check-Out,3/9/2015
City Hotel,0,6,2015,August,35,26,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Contract,97,0,2,Check-Out,27-08-2015
Resort Hotel,0,5,2015,October,41,10,2,1,1,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,45.6,0,1,Check-Out,13-10-2015
Resort Hotel,1,159,2015,September,37,9,2,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,82,0,1,Canceled,29-04-2015
City Hotel,1,97,2015,October,41,5,1,3,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29,NULL,0,Transient,140,0,0,Canceled,3/7/2015
City Hotel,1,106,2015,December,50,9,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,57,Transient,70,0,0,Canceled,21-10-2015
City Hotel,1,272,2015,July,29,16,0,2,2,0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62.8,0,0,Canceled,17-10-2014
City Hotel,0,123,2015,November,45,6,1,2,2,0,0,BB,SEN,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,60,0,0,Check-Out,########
City Hotel,1,28,2015,August,32,3,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Canceled,31-07-2015
Resort Hotel,0,67,2015,September,40,28,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,NULL,0,Transient,70.84,0,1,Check-Out,########
Resort Hotel,0,87,2015,September,38,17,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175,NULL,0,Transient,59.2,0,0,Check-Out,24-09-2015
Resort Hotel,0,133,2015,October,43,22,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,NULL,0,Transient,60,1,1,Check-Out,29-10-2015
Resort Hotel,0,59,2015,December,49,5,2,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,240,NULL,0,Transient,68.45,0,2,Check-Out,########
City Hotel,1,39,2015,August,33,14,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,101.5,0,0,Canceled,6/7/2015
Resort Hotel,0,0,2015,September,38,16,0,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,129,1,1,Check-Out,18-09-2015
Resort Hotel,0,185,2015,September,39,21,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,0,No Deposit,208,NULL,0,Transient-Party,90,0,0,Check-Out,23-09-2015
City Hotel,1,286,2015,July,31,30,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Contract,62,0,0,Canceled,1/1/2015
City Hotel,1,34,2015,August,32,5,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Canceled,29-07-2015
City Hotel,1,14,2015,October,42,15,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,99,NULL,0,Transient-Party,100,0,0,Canceled,13-10-2015
Resort Hotel,0,12,2015,October,40,3,2,5,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,116.71,0,1,Check-Out,########
Resort Hotel,0,155,2015,October,44,31,0,1,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,42,1,0,Check-Out,########
City Hotel,0,26,2015,November,45,3,1,5,2,0,0,BB,PAN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99.45,0,0,Check-Out,########
Resort Hotel,0,66,2015,September,39,26,4,6,2,0,0,HB,NULL,Direct,Direct,0,0,0,E,E,1,No Deposit,NULL,NULL,0,Transient,115,1,2,Check-Out,########
City Hotel,0,12,2015,October,44,31,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Contract,103.84,0,1,Check-Out,########
City Hotel,0,66,2015,October,41,9,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,NULL,0,Transient-Party,75,0,0,Check-Out,########
City Hotel,0,140,2015,November,47,18,0,3,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,1,No Deposit,29,NULL,87,Transient-Party,65,0,0,Check-Out,21-11-2015
Resort Hotel,0,1,2015,December,49,5,0,1,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5,NULL,0,Transient-Party,37,0,0,Check-Out,########
City Hotel,0,11,2015,September,39,22,0,2,1,0,0,BB,DNK,Groups,TA/TO,0,0,0,A,B,0,No Deposit,74,NULL,0,Transient-Party,84,0,0,Check-Out,24-09-2015
Resort Hotel,0,254,2015,September,37,12,2,2,2,0,0,BB,CN,Groups,TA/TO,0,0,0,A,A,1,No Deposit,15,NULL,0,Transient-Party,36,0,0,Check-Out,16-09-2015
City Hotel,1,301,2015,August,33,14,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6,NULL,0,Transient-Party,101.5,0,0,Canceled,6/7/2015
Resort Hotel,0,272,2015,September,40,30,0,3,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,256,NULL,0,Transient,73,0,0,Check-Out,########
Resort Hotel,0,59,2015,August,34,20,2,4,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156,NULL,0,Transient,133,0,0,Check-Out,26-08-2015
Resort Hotel,1,149,2015,December,49,5,2,1,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38,NULL,0,Transient,68,0,0,Canceled,19-11-2015
City Hotel,0,87,2015,September,38,18,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,89.25,0,1,Check-Out,21-09-2015
City Hotel,1,61,2015,December,53,30,1,4,2,0,0,BB,PRT,Online TA,TA/TO,1,1,0,A,A,1,No Deposit,9,NULL,0,Transient,111.6,0,1,Canceled,30-10-2015
City Hotel,0,1,2015,September,37,9,0,2,1,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,D,0,No Deposit,NULL,68,0,Transient-Party,90,0,0,Check-Out,########
City Hotel,0,6,2015,September,39,21,1,1,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,87.78,0,1,Check-Out,23-09-2015
Resort Hotel,0,28,2015,July,30,24,2,2,2,0,0,BB,ALB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,NULL,0,Transient,107,0,0,Check-Out,28-07-2015
City Hotel,0,132,2015,July,30,23,0,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,90,0,0,Check-Out,24-07-2015
Resort Hotel,0,0,2015,December,49,5,0,1,2,0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,NULL,NULL,0,Transient,68,1,0,Check-Out,########
Resort Hotel,0,172,2015,August,34,16,4,10,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,NULL,0,Contract,88.4,0,0,Check-Out,30-08-2015
Resort Hotel,0,50,2015,July,30,22,1,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,166.6,1,0,Check-Out,27-07-2015
City Hotel,0,45,2015,November,46,9,1,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,NULL,0,Transient,60,0,0,Check-Out,13-11-2015
Resort Hotel,0,532,2015,October,40,2,2,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Contract,47.46,0,0,Check-Out,########
City Hotel,0,17,2015,October,42,16,0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,20,NULL,17,Transient-Party,48,0,0,Check-Out,18-10-2015
City Hotel,1,301,2015,August,33,14,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6,NULL,0,Transient-Party,101.5,0,0,Canceled,6/7/2015
Resort Hotel,0,39,2015,November,45,1,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,171,NULL,0,Transient,29.06,0,0,Check-Out,########
City Hotel,0,9,2015,September,37,12,2,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Contract,130.17,0,2,Check-Out,18-09-2015
City Hotel,0,9,2015,September,36,2,0,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10,NULL,0,Transient,103.05,0,0,Check-Out,6/9/2015
Resort Hotel,1,74,2015,October,44,31,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,46,0,2,Canceled,20-08-2015
City Hotel,0,1,2015,September,39,22,0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,7,NULL,0,Transient,111.65,0,1,Check-Out,25-09-2015
Resort Hotel,0,42,2015,September,40,28,2,5,1,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,NULL,0,Contract,29.75,0,0,Check-Out,########
Resort Hotel,1,129,2015,November,47,20,1,2,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,177,NULL,0,Transient,22.5,0,0,Canceled,17-09-2015
Resort Hotel,0,2,2015,September,37,12,2,5,2,0,0,BB,IRL,Direct,Direct,0,0,0,E,F,0,No Deposit,250,NULL,0,Transient,131.14,0,0,Check-Out,19-09-2015
Resort Hotel,1,47,2015,July,30,19,3,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,195,0,0,Canceled,14-07-2015
City Hotel,1,335,2015,September,38,17,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,5,NULL,0,Transient,55,0,0,Canceled,14-05-2015
Resort Hotel,0,57,2015,July,29,15,0,2,2,0,0,FB,PRT,Groups,Direct,0,0,0,A,D,0,No Deposit,305,NULL,0,Transient,107,0,0,Check-Out,17-07-2015
Resort Hotel,0,52,2015,August,35,25,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240,NULL,0,Transient,176.67,0,1,Check-Out,31-08-2015
Resort Hotel,0,110,2015,September,37,6,2,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,98,1,0,Check-Out,########
City Hotel,0,0,2015,August,32,7,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,75,0,1,Check-Out,9/8/2015
City Hotel,1,102,2015,October,42,16,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,0,Transient-Party,101.5,0,0,Canceled,6/7/2015
City Hotel,1,258,2015,July,27,2,0,2,2,0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62.8,0,0,Canceled,17-10-2014
City Hotel,0,4,2015,November,47,16,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,NULL,40,0,Transient,65,0,0,Check-Out,17-11-2015
Resort Hotel,0,104,2015,September,36,2,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241,NULL,0,Transient,71.69,0,0,Check-Out,7/9/2015
City Hotel,1,164,2015,August,33,14,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,15-06-2015
City Hotel,0,72,2015,October,44,28,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37,NULL,58,Transient-Party,85.67,0,0,Check-Out,31-10-2015
City Hotel,1,136,2015,July,29,17,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,NULL,0,Transient,60,0,0,Canceled,29-05-2015
Resort Hotel,0,287,2015,October,42,15,1,3,3,0,0,BB,GBR,Groups,Corporate,0,0,0,A,C,1,No Deposit,NULL,223,0,Transient-Party,62.5,1,0,Check-Out,19-10-2015
City Hotel,0,6,2015,October,44,28,0,3,2,0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,37,NULL,6,Transient-Party,75,0,0,Check-Out,31-10-2015
Resort Hotel,0,8,2015,December,51,17,2,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,F,0,No Deposit,171,NULL,0,Transient,57,0,0,Check-Out,22-12-2015
Resort Hotel,1,165,2015,December,53,30,0,4,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,308,NULL,122,Transient-Party,0,0,0,Canceled,21-12-2015
City Hotel,1,358,2015,October,41,10,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,23-07-2015
City Hotel,1,11,2015,August,34,18,0,2,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,Non Refund,NULL,48,0,Transient,75,0,0,Canceled,13-08-2015
City Hotel,0,13,2015,December,51,17,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Transient,58,0,0,Check-Out,20-12-2015
Resort Hotel,0,9,2015,August,35,24,1,3,2,0,0,HB,PRT,Direct,Direct,0,0,0,G,G,2,No Deposit,NULL,NULL,0,Transient,205,0,0,Check-Out,28-08-2015
City Hotel,1,233,2015,September,38,18,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6,NULL,0,Transient-Party,120,0,0,Canceled,8/7/2015
City Hotel,0,10,2015,August,34,20,0,1,2,2,0,SC,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Contract,153,0,1,Check-Out,21-08-2015
City Hotel,0,0,2015,August,33,10,9,20,0,0,0,SC,PRT,Online TA,Direct,0,0,0,E,K,20,No Deposit,NULL,47,0,Transient,0,0,0,Check-Out,8/9/2015
Resort Hotel,0,89,2015,August,33,15,2,5,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,67,NULL,0,Transient,156.45,0,1,Check-Out,22-08-2015
City Hotel,0,13,2015,November,48,22,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,NULL,0,Transient,101,0,1,Check-Out,23-11-2015
Resort Hotel,1,16,2015,December,52,25,2,4,1,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240,NULL,0,Transient,46,0,1,Canceled,########
City Hotel,0,3,2015,August,33,13,2,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,94,0,2,Check-Out,19-08-2015
City Hotel,1,34,2015,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,17-11-2015
City Hotel,0,1,2015,December,53,29,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,148,NULL,0,Transient,79,0,0,Check-Out,30-12-2015
City Hotel,0,37,2015,December,50,10,1,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Contract,74.25,0,0,Check-Out,14-12-2015
Resort Hotel,0,210,2015,August,35,26,2,7,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,175,NULL,0,Transient,87.75,0,0,Check-Out,4/9/2015
Resort Hotel,0,289,2015,November,47,20,1,2,1,0,0,HB,GBR,Groups,TA/TO,0,0,1,A,E,1,No Deposit,134,NULL,0,Transient-Party,13,0,1,Check-Out,23-11-2015
Resort Hotel,0,31,2015,August,35,29,2,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,105.2,0,1,Check-Out,3/9/2015
Resort Hotel,1,275,2015,October,41,4,2,0,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,26,0,A,A,0,Non Refund,208,NULL,0,Transient,50,0,0,Canceled,30-01-2015
City Hotel,0,60,2015,October,42,12,1,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,3,NULL,0,Transient-Party,60,0,0,Check-Out,16-10-2015
Resort Hotel,1,231,2015,September,38,15,0,5,3,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,95,NULL,0,Transient,79.74,0,1,Canceled,2/2/2015
Resort Hotel,1,59,2015,July,28,11,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,111.25,0,2,Canceled,19-05-2015
Resort Hotel,1,56,2015,July,31,31,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,120.6,0,0,Canceled,21-07-2015
Resort Hotel,0,74,2015,September,36,5,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Transient,107.5,0,0,Check-Out,########
City Hotel,1,265,2015,July,28,9,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,NULL,0,Contract,62,0,0,Canceled,1/1/2015
Resort Hotel,0,11,2015,December,49,5,2,1,2,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,350,NULL,0,Transient-Party,68,0,0,Check-Out,########
City Hotel,1,336,2015,September,38,18,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6,NULL,0,Transient-Party,101.5,0,0,Canceled,6/7/2015
City Hotel,1,260,2015,July,27,4,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient-Party,62,0,0,Canceled,16-06-2015
Resort Hotel,0,40,2015,August,33,10,1,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,192,0,1,Check-Out,15-08-2015
City Hotel,1,276,2015,July,30,20,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient-Party,62,0,0,Canceled,29-06-2015
Resort Hotel,0,51,2015,September,40,27,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,NULL,0,Contract,55.43,0,1,Check-Out,########
