hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,28,2017,March,9,2,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,95,0,0,Canceled,2/2/2017
City Hotel,1,150,2017,June,24,17,2,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,120,0,0,Canceled,18-01-2017
Resort Hotel,0,45,2017,August,32,10,1,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,240,NULL,0,Transient,276,0,1,Check-Out,14-08-2017
City Hotel,0,227,2017,June,22,1,0,3,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,157.5,0,2,Check-Out,4/6/2017
Resort Hotel,0,0,2017,March,10,7,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314,NULL,0,Transient,48,0,0,Check-Out,8/3/2017
Resort Hotel,0,203,2017,April,17,25,0,2,2,0,0,HB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,502,NULL,0,Transient-Party,90,0,0,Check-Out,27-04-2017
City Hotel,0,0,2017,August,34,20,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,98,NULL,0,Transient-Party,115,0,0,Check-Out,21-08-2017
City Hotel,0,0,2017,June,26,28,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,87,NULL,0,Transient-Party,120,0,0,Check-Out,29-06-2017
City Hotel,0,91,2017,June,24,17,2,1,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,113.4,0,1,Check-Out,20-06-2017
Resort Hotel,0,100,2017,April,17,29,2,1,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,385,NULL,0,Transient-Party,83,0,1,Check-Out,2/5/2017
City Hotel,0,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,K,2,No Deposit,19,NULL,0,Transient-Party,104,0,0,Check-Out,1/9/2017
City Hotel,1,184,2017,July,28,10,3,6,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,NULL,0,Transient,151.17,0,1,Canceled,17-05-2017
City Hotel,0,124,2017,August,33,13,4,5,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,85,NULL,0,Transient,140.4,0,1,Check-Out,22-08-2017
City Hotel,0,140,2017,April,17,28,2,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,119,NULL,0,Transient-Party,130,0,0,Check-Out,2/5/2017
City Hotel,1,282,2017,May,21,25,0,3,2,0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,129,0,1,Canceled,17-02-2017
Resort Hotel,1,226,2017,March,12,25,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314,NULL,0,Transient,33.6,0,0,Canceled,########
City Hotel,0,50,2017,March,9,1,0,4,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,NULL,0,Transient,72,0,1,Check-Out,5/3/2017
City Hotel,1,15,2017,May,18,4,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,205,NULL,0,Transient,136,0,1,Canceled,20-04-2017
City Hotel,0,15,2017,March,13,26,2,0,1,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,2,No Deposit,14,NULL,0,Transient,108,0,0,Check-Out,28-03-2017
City Hotel,0,70,2017,February,7,15,0,4,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,NULL,242,0,Transient-Party,78,0,0,Check-Out,19-02-2017
City Hotel,0,167,2017,August,35,27,2,4,2,1,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient,177.75,0,0,Check-Out,2/9/2017
City Hotel,0,0,2017,June,26,27,0,3,2,0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,124.67,0,2,Check-Out,30-06-2017
Resort Hotel,1,132,2017,June,24,15,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,110,0,1,Canceled,8/2/2017
City Hotel,1,409,2017,May,22,31,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,90,0,0,Canceled,5/5/2017
Resort Hotel,0,1,2017,June,22,1,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,109,1,1,Check-Out,4/6/2017
Resort Hotel,0,1,2017,January,3,20,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,44.66,0,1,Check-Out,21-01-2017
City Hotel,0,90,2017,April,15,10,1,4,3,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,NULL,0,Transient,161.7,0,0,Check-Out,15-04-2017
City Hotel,1,224,2017,June,23,6,0,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,107.1,0,1,Canceled,13-12-2016
Resort Hotel,1,17,2017,March,10,5,2,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,68,0,0,Canceled,17-02-2017
City Hotel,0,175,2017,May,21,27,1,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,126,0,1,Check-Out,29-05-2017
City Hotel,1,407,2017,May,18,6,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229,NULL,0,Transient,90,0,0,Canceled,17-04-2016
City Hotel,0,208,2017,August,33,17,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,131.7,1,0,Check-Out,20-08-2017
City Hotel,1,2,2017,January,3,19,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108,0,1,Canceled,19-01-2017
Resort Hotel,1,52,2017,August,33,13,2,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,230,0,2,Canceled,28-06-2017
Resort Hotel,0,1,2017,February,6,10,0,2,2,0,0,BB,NULL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,48,0,1,Check-Out,########
Resort Hotel,0,37,2017,February,7,16,2,5,1,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,NULL,0,Contract,28.5,0,1,Check-Out,23-02-2017
City Hotel,1,18,2017,June,26,30,0,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,160,0,1,Canceled,20-06-2017
City Hotel,0,56,2017,March,11,13,1,3,2,0,0,BB,IND,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,67.15,0,1,Check-Out,17-03-2017
City Hotel,0,212,2017,June,22,2,1,2,2,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,2,No Deposit,20,NULL,0,Transient-Party,127.33,0,0,Check-Out,5/6/2017
Resort Hotel,1,226,2017,May,18,5,2,5,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,109.8,0,0,Canceled,22-09-2016
City Hotel,0,45,2017,June,26,28,0,2,2,0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,108,0,0,Check-Out,30-06-2017
City Hotel,0,231,2017,June,26,27,0,1,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,262,NULL,0,Transient,89.1,0,0,Check-Out,28-06-2017
City Hotel,1,187,2017,August,34,21,1,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,135,0,1,Canceled,6/3/2017
Resort Hotel,0,174,2017,August,31,1,0,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,250,NULL,0,Transient,193.1,0,1,Check-Out,6/8/2017
Resort Hotel,0,136,2017,August,34,21,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,40,NULL,0,Contract,116.5,0,0,Check-Out,28-08-2017
City Hotel,0,108,2017,June,23,8,1,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,NULL,0,Transient,161.5,0,0,Check-Out,########
City Hotel,0,58,2017,June,26,27,0,1,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,120,0,1,Check-Out,28-06-2017
City Hotel,0,42,2017,June,25,21,0,3,2,1,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,180,0,2,Check-Out,24-06-2017
City Hotel,1,84,2017,June,23,10,2,1,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,189,0,0,Canceled,27-05-2017
City Hotel,1,181,2017,July,28,10,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,120.6,0,0,Canceled,########
City Hotel,0,167,2017,July,30,24,1,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168,NULL,0,Transient,80.1,0,0,Check-Out,28-07-2017
City Hotel,0,102,2017,June,25,18,2,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,NULL,0,Transient,89.1,0,1,Check-Out,23-06-2017
City Hotel,0,115,2017,June,25,23,0,2,3,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,148,0,3,Check-Out,25-06-2017
Resort Hotel,0,66,2017,May,19,13,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,NULL,0,Transient-Party,165,0,0,Check-Out,20-05-2017
City Hotel,1,395,2017,May,20,17,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,90,0,0,Canceled,25-03-2017
Resort Hotel,1,1,2017,February,6,11,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,48,0,0,Canceled,########
City Hotel,0,12,2017,June,23,5,1,2,1,0,0,BB,FRA,Corporate,Corporate,1,1,1,E,E,0,No Deposit,NULL,450,0,Transient,125,0,0,Check-Out,8/6/2017
Resort Hotel,0,0,2017,January,5,29,1,0,2,0,0,BB,ITA,Direct,TA/TO,1,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,45,0,2,Check-Out,30-01-2017
City Hotel,1,42,2017,March,12,25,2,6,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,109.95,0,0,Canceled,13-02-2017
Resort Hotel,0,208,2017,April,14,6,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,60,0,2,Check-Out,########
Resort Hotel,1,47,2017,March,13,30,2,5,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,60,0,1,Canceled,26-02-2017
Resort Hotel,0,239,2017,May,20,18,2,4,2,0,0,HB,FRA,Direct,Direct,0,0,0,E,E,1,No Deposit,250,NULL,0,Transient,101.28,0,0,Check-Out,24-05-2017
City Hotel,1,86,2017,May,18,6,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,162,0,0,Canceled,########
Resort Hotel,0,1,2017,March,9,2,0,1,2,0,0,BB,DEU,Direct,Direct,0,0,0,D,D,2,No Deposit,NULL,NULL,0,Transient-Party,68,0,0,Check-Out,3/3/2017
Resort Hotel,0,6,2017,March,11,13,1,1,1,0,0,BB,PRT,Corporate,Direct,1,0,2,A,A,0,No Deposit,NULL,331,0,Transient,35,0,0,Check-Out,15-03-2017
City Hotel,1,210,2017,May,19,12,0,2,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,135.9,0,1,No-Show,########
City Hotel,0,7,2017,February,6,7,0,2,1,0,0,BB,DEU,Online TA,TA/TO,1,0,1,A,A,0,No Deposit,9,NULL,0,Transient,98,0,2,Check-Out,9/2/2017
City Hotel,0,77,2017,June,26,27,0,2,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,120,0,1,Check-Out,29-06-2017
City Hotel,0,129,2017,July,29,22,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,139.5,0,0,Check-Out,24-07-2017
Resort Hotel,0,1,2017,January,3,21,0,1,2,1,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient,45,0,1,Check-Out,22-01-2017
City Hotel,0,78,2017,May,19,9,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83,NULL,0,Transient,120,0,0,Check-Out,########
Resort Hotel,1,1,2017,July,29,18,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient,174,0,0,Canceled,17-07-2017
Resort Hotel,0,13,2017,March,12,20,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,270,0,Transient,35,0,0,Check-Out,21-03-2017
City Hotel,0,6,2017,January,2,14,0,1,2,1,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,14,NULL,0,Transient,120,0,1,Check-Out,15-01-2017
City Hotel,1,34,2017,July,28,9,2,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,130,0,1,Canceled,5/6/2017
City Hotel,1,121,2017,May,20,20,0,1,2,0,0,SC,ZAF,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108,0,1,Canceled,6/2/2017
City Hotel,1,93,2017,May,19,11,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,15,NULL,0,Transient,105.84,0,0,Canceled,27-02-2017
City Hotel,0,21,2017,March,9,2,0,2,1,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,88,0,1,Check-Out,4/3/2017
Resort Hotel,0,191,2017,July,31,30,4,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,129.67,0,0,Check-Out,8/8/2017
City Hotel,0,202,2017,July,28,12,0,4,1,1,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,78.35,0,2,Check-Out,16-07-2017
Resort Hotel,1,304,2017,June,23,8,2,3,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,Non Refund,298,NULL,0,Transient,94,0,0,Canceled,5/4/2017
Resort Hotel,1,2,2017,August,33,17,0,1,1,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,215,0,2,Canceled,15-08-2017
Resort Hotel,0,108,2017,April,16,21,4,7,2,0,0,BB,PRT,Online TA,Direct,0,0,0,E,E,2,No Deposit,NULL,NULL,0,Transient,85,0,5,Check-Out,2/5/2017
City Hotel,0,179,2017,August,34,21,1,4,2,1,0,BB,BEL,Direct,Direct,0,0,0,E,E,0,No Deposit,14,NULL,0,Transient,165,0,1,Check-Out,26-08-2017
City Hotel,0,196,2017,June,24,13,0,4,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,128.25,0,0,Check-Out,17-06-2017
Resort Hotel,0,99,2017,May,19,11,4,10,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Contract,82.86,0,0,Check-Out,25-05-2017
City Hotel,0,36,2017,February,6,11,2,5,2,1,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,NULL,0,Transient,80.76,0,2,Check-Out,18-02-2017
City Hotel,0,263,2017,June,25,23,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37,NULL,0,Transient-Party,105,0,1,Check-Out,27-06-2017
City Hotel,0,43,2017,June,25,20,0,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,126.67,0,1,Check-Out,23-06-2017
City Hotel,0,37,2017,April,15,11,0,4,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,131.98,0,0,Check-Out,15-04-2017
Resort Hotel,0,203,2017,May,21,25,0,3,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,1,No Deposit,NULL,223,0,Transient-Party,60,0,0,Check-Out,28-05-2017
City Hotel,1,281,2017,April,16,18,0,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,109.8,0,1,Canceled,23-08-2016
City Hotel,1,88,2017,May,20,17,0,3,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,117,0,0,Canceled,18-02-2017
Resort Hotel,0,71,2017,January,5,29,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241,NULL,0,Transient,47.72,1,1,Check-Out,5/2/2017
City Hotel,1,9,2017,February,7,12,1,0,2,0,0,BB,MAC,Online TA,GDS,0,0,0,A,A,0,No Deposit,195,NULL,0,Transient,108,0,0,Canceled,3/2/2017
City Hotel,0,11,2017,May,19,13,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,129.2,0,1,Check-Out,15-05-2017
City Hotel,0,104,2017,March,12,19,2,5,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20,NULL,0,Transient-Party,75,0,1,Check-Out,26-03-2017
Resort Hotel,0,0,2017,February,7,17,0,1,2,0,0,BB,AGO,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient-Party,67,1,1,Check-Out,18-02-2017
City Hotel,0,44,2017,February,9,27,1,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient-Party,136,0,2,Check-Out,3/3/2017
City Hotel,0,14,2017,March,10,5,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,100.3,0,1,Check-Out,########
City Hotel,1,56,2017,February,5,1,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29,NULL,0,Transient,60,0,0,Canceled,########
City Hotel,0,37,2017,August,33,13,2,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,136,0,1,Check-Out,15-08-2017
Resort Hotel,1,154,2017,June,25,22,1,3,1,1,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241,NULL,0,Transient,150.92,0,1,Canceled,23-01-2017
Resort Hotel,0,352,2017,May,21,25,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient,66,0,0,Check-Out,1/6/2017
City Hotel,0,168,2017,July,30,25,2,5,2,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168,NULL,0,Transient,80.1,0,1,Check-Out,1/8/2017
City Hotel,0,38,2017,February,6,9,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,14,NULL,0,Transient,98,0,1,Check-Out,########
Resort Hotel,0,132,2017,July,28,10,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,128,0,2,Check-Out,15-07-2017
City Hotel,0,20,2017,April,17,29,1,1,2,0,0,BB,CRI,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,184,0,1,Check-Out,1/5/2017
City Hotel,0,77,2017,January,3,19,1,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient,73.39,0,1,Check-Out,23-01-2017
City Hotel,0,65,2017,July,28,10,1,1,2,2,0,BB,FRA,Direct,Direct,0,0,0,E,E,0,No Deposit,14,NULL,0,Transient,185,0,0,Check-Out,########
City Hotel,0,53,2017,May,20,20,2,1,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,144,0,1,Check-Out,23-05-2017
City Hotel,1,161,2017,August,32,8,0,3,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,164.7,0,0,Canceled,3/4/2017
City Hotel,0,125,2017,June,26,30,1,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,119.4,0,0,Check-Out,3/7/2017
City Hotel,0,29,2017,July,30,24,1,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,140,0,1,Check-Out,26-07-2017
City Hotel,1,72,2017,April,16,22,2,1,2,1,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,144,0,0,Canceled,9/2/2017
City Hotel,1,102,2017,April,15,13,1,3,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,202.5,0,2,Canceled,20-03-2017
City Hotel,0,165,2017,July,29,21,0,2,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,127.8,0,0,Check-Out,23-07-2017
Resort Hotel,0,72,2017,April,14,8,2,5,1,0,0,HB,DEU,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,NULL,0,Transient-Party,68,0,0,Check-Out,15-04-2017
City Hotel,0,156,2017,July,30,28,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,112.5,0,1,Check-Out,30-07-2017
Resort Hotel,1,327,2017,July,29,19,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,138.38,0,0,Canceled,28-08-2016
Resort Hotel,0,181,2017,March,12,19,2,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,NULL,0,Transient,36,1,0,Check-Out,23-03-2017
City Hotel,0,4,2017,January,2,10,0,2,1,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,NULL,405,0,Transient-Party,70,0,0,Check-Out,########
City Hotel,0,476,2017,July,28,15,2,1,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,1,Check-Out,18-07-2017
City Hotel,0,462,2017,July,26,1,2,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,1,Check-Out,4/7/2017
City Hotel,1,56,2017,March,12,21,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,86,NULL,0,Transient,85,0,0,Canceled,24-01-2017
Resort Hotel,0,58,2017,July,29,19,2,4,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient,220,0,1,Check-Out,25-07-2017
Resort Hotel,0,189,2017,July,29,18,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,NULL,0,Transient,163.4,0,0,Check-Out,25-07-2017
City Hotel,1,28,2017,March,9,2,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,95,0,0,Canceled,2/2/2017
City Hotel,1,573,2017,February,5,2,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,21-10-2015
City Hotel,1,48,2017,July,29,20,0,3,2,0,0,SC,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,130,0,1,Canceled,4/7/2017
City Hotel,0,1,2017,January,1,3,0,5,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,83.8,0,1,Check-Out,8/1/2017
City Hotel,1,32,2017,February,8,20,1,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,75,0,0,Canceled,19-01-2017
Resort Hotel,1,171,2017,April,16,21,2,7,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,70,0,1,Canceled,16-12-2016
City Hotel,0,1,2017,March,11,17,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,NULL,NULL,0,Transient,65,0,1,Check-Out,18-03-2017
Resort Hotel,1,39,2017,February,7,18,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,48,0,1,Canceled,15-01-2017
City Hotel,0,186,2017,August,33,17,0,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,89.76,0,0,Check-Out,20-08-2017
City Hotel,0,16,2017,February,7,13,1,3,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,73.37,0,1,Check-Out,17-02-2017
City Hotel,1,75,2017,April,14,5,0,4,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,132,NULL,0,Transient-Party,85,0,0,Canceled,30-01-2017
Resort Hotel,1,150,2017,July,27,3,2,5,2,2,0,HB,ROU,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240,NULL,0,Transient,206.57,0,2,Canceled,23-04-2017
City Hotel,0,71,2017,April,14,2,2,2,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,96.25,0,0,Check-Out,6/4/2017
Resort Hotel,0,0,2017,August,35,27,1,0,2,0,0,BB,CHE,Direct,Direct,0,0,0,C,C,0,No Deposit,NULL,NULL,0,Transient,185,1,0,Check-Out,28-08-2017
